what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410944164087
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410944173428
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410944174876
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410944176259
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410944181444
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410944186682
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410944188240
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410944189155
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410944193546
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410944196201
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410944197106
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410944199364
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410944303561
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410944304201
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1410944314739
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410944315781
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410944323783
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410944325152
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410944327355
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410944328298
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410944341708
