what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412148296000
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412148298825
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412148300361
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412148322863
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1412148350428
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1412148372397
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1412148386958
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412148407759
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1412148428198
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412148446801
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412148860849
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412149006143
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412149018493
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1412149020748
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412149023164
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412149074122
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412149075112
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412149076087
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412149083240
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412149093723
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412149094631
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412149095438
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412149105543
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412149134606
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412149134788
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412149134939
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412149135082
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412149135233
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412149135384
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412149135535
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412149135686
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412149136287
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412149143556
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412149144465
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412149145829
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412149147776
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1412149148911
