what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1411551443321
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1411551449723
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1411551450432
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1411551450648
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1411551456407
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551457670
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551458889
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551459384
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551463615
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1411551464709
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1411551475961
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1411551477153
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1411551477500
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1411551482113
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551484168
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551485563
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551485886
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551489923
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1411551490830
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1411551495320
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1411551500876
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1411551501076
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1411551508095
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551509999
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551511137
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551511531
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551515112
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1411551517435
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551518947
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551520108
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551520465
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551522535
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1411551524577
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1411551529879
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1411551530896
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551532544
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551533635
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551533979
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551538017
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1411551544755
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1411551553280
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1411551555466
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551556524
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551559335
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551585121
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551586358
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551586713
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551589673
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551593587
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551594599
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551594931
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551600699
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551617746
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551618717
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551619058
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551623315
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1411551633600
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551640107
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551641206
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551641499
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551645385
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551680245
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551683219
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1411551687126
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1411551722363
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1411551723210
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1411551759906
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1411551760078
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1411551760362
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551764309
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551765458
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551766015
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551774123
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1411551779960
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1411551786247
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551795118
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551797302
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551814634
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551815734
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551816142
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551819642
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1411551820690
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1411551843663
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1411551846887
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551847786
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551850392
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1411551851759
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1411551863258
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1411551863409
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1411551863690
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551867297
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551868229
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551868565
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551872344
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1411551873415
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1411551894166
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551896950
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551898084
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551898395
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1411551901894
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1411551924207
