what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1412072722242
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1412072722253
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1412072722261
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1412072722267
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1412072722271
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1412072722281
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1412072722285
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1412072722294
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1412072722335
started,bundle,org.eclipse.wb.core,1.1.0.r36x201109091012,"org.eclipse.wb.core",1412072722335
started,bundle,org.eclipse.wb.core.lib,1.1.0.r36x201109091012,"org.eclipse.wb.core.lib",1412072722350
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r36x201109091028,"org.eclipse.wb.discovery.core",1412072722354
os,sysinfo,,,"win32",1412072722374
arch,sysinfo,,,"x86_64",1412072722374
ws,sysinfo,,,"win32",1412072722374
locale,sysinfo,,,"de_CH",1412072722374
processors,sysinfo,,,"4",1412072722374
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1412072722374
java.runtime.version,sysinfo,,,"1.7.0_55-b13",1412072722374
java.specification.name,sysinfo,,,"Java Platform API Specification",1412072722374
java.specification.vendor,sysinfo,,,"Oracle Corporation",1412072722374
java.specification.version,sysinfo,,,"1.7",1412072722374
java.vendor,sysinfo,,,"Oracle Corporation",1412072722374
java.version,sysinfo,,,"1.7.0_55",1412072722374
java.vm.info,sysinfo,,,"mixed mode",1412072722374
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1412072722374
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1412072722374
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1412072722374
java.vm.specification.version,sysinfo,,,"1.7",1412072722374
java.vm.vendor,sysinfo,,,"Oracle Corporation",1412072722374
java.vm.version,sysinfo,,,"24.55-b03",1412072722374
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r36x201109091028,"org.eclipse.wb.discovery.ui",1412072722404
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1412072723470
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412072724785
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412072730310
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1412072734261
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1412072734576
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1412072735437
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412072738398
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412072769153
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412072773744
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412072773831
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1412072780999
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1412072781053
started,bundle,org.eclipse.pde.api.tools,1.0.202.v20100820_r361,"org.eclipse.pde.api.tools",1412072781185
started,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1412072781193
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1412072781933
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412072792245
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412072793501
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412072795255
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412072921892
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412072953380
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1412072954823
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1412072955061
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1412072955061
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1412072955070
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1412072955079
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1412072955091
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1412072955105
stopped,bundle,org.eclipse.wb.rcp.SWT_AWT,1.1.0.r36x201109091215,"org.eclipse.wb.rcp.SWT_AWT",1412072955105
stopped,bundle,org.eclipse.wb.rcp.databinding.emf,1.1.0.r36x201109091152,"org.eclipse.wb.rcp.databinding.emf",1412072955114
stopped,bundle,org.eclipse.wb.rcp.databinding.xwt,1.1.0.r36x201109091200,"org.eclipse.wb.rcp.databinding.xwt",1412072955123
stopped,bundle,org.eclipse.wb.rcp.databinding,1.1.0.r36x201109091152,"org.eclipse.wb.rcp.databinding",1412072955138
stopped,bundle,org.eclipse.wb.rcp.nebula,1.1.0.r36x201109091152,"org.eclipse.wb.rcp.nebula",1412072955148
stopped,bundle,org.eclipse.wb.rcp.swing2swt,1.1.0.r36x201109091152,"org.eclipse.wb.rcp.swing2swt",1412072955156
stopped,bundle,org.eclipse.wb.xwt,1.1.0.r36x201109091200,"org.eclipse.wb.xwt",1412072955156
stopped,bundle,org.eclipse.wb.rcp,1.1.0.r36x201109091152,"org.eclipse.wb.rcp",1412072955156
stopped,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1412072955156
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1412072955162
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1412072955170
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1412072955178
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1412072955186
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1412072955194
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1412072955194
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1412072955194
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1412072955202
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1412072955202
stopped,bundle,org.eclipse.wb.core.databinding.xml,1.1.0.r36x201109091031,"org.eclipse.wb.core.databinding.xml",1412072955210
stopped,bundle,org.eclipse.wb.swing.databinding,1.1.0.r36x201109091143,"org.eclipse.wb.swing.databinding",1412072955221
stopped,bundle,org.eclipse.wb.core.databinding,1.1.0.r36x201109091012,"org.eclipse.wb.core.databinding",1412072955233
stopped,bundle,org.eclipse.wb.swing.FormLayout,1.1.0.r36x201109091143,"org.eclipse.wb.swing.FormLayout",1412072955255
stopped,bundle,org.eclipse.wb.swing.MigLayout,1.1.0.r36x201109091143,"org.eclipse.wb.swing.MigLayout",1412072955265
stopped,bundle,org.eclipse.wb.swing.java6,1.1.0.r36x201109091143,"org.eclipse.wb.swing.java6",1412072955274
stopped,bundle,org.eclipse.wb.swing.jsr296,1.1.0.r36x201109091143,"org.eclipse.wb.swing.jsr296",1412072955282
stopped,bundle,org.eclipse.wb.swing,1.1.0.r36x201109091143,"org.eclipse.wb.swing",1412072955282
stopped,bundle,org.eclipse.wb.core.ui,1.1.0.r36x201109091028,"org.eclipse.wb.core.ui",1412072955282
stopped,bundle,org.eclipse.wb.core.xml,1.1.0.r36x201109091031,"org.eclipse.wb.core.xml",1412072955282
stopped,bundle,org.eclipse.wb.layout.group,1.1.0.r36x201109091112,"org.eclipse.wb.layout.group",1412072955282
stopped,bundle,org.eclipse.wb.os.win32,1.1.0.r36x201109091012,"org.eclipse.wb.os.win32",1412072955289
