what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410939307403
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410939307587
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410939307972
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410939321666
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939324292
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939347379
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939349824
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939472837
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410939478685
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1410939493264
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939494143
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939495393
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939495847
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939498651
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1410939500175
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939501149
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939501751
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1410939504133
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939504700
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939504939
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939508111
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939508988
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939509342
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939513417
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939526562
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939527330
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410939528994
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939530838
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939540684
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939554288
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939555685
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939556062
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939562374
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410939584119
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939587109
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939591535
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410939610151
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410939610311
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410939610474
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939622940
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939624051
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939624489
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939628855
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939637833
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939640116
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939640832
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939642533
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939691080
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939794876
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1410939801914
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1410939801930
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939802831
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939803025
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410939815453
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939838940
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939856444
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939870981
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939934424
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939945701
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939947001
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1410939961031
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410939968990
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939973493
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939974425
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939991145
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410939992511
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410940273329
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410940356982
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410940359258
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941199374
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941201165
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941221839
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410941239481
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1410941266086
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941267148
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941274880
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941278895
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941280052
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941280763
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941287331
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941297902
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941298775
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941299104
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941302602
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941306841
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941308403
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941310130
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941316915
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941321979
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941323012
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941323860
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941339452
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410941359613
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941361824
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941363961
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941364310
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941365825
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1410941370781
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941372943
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941377840
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1410941381722
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941385932
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941390356
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410941392351
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410941393407
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941394483
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941395465
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941396302
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941398198
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1410941407368
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1410941415359
started,bundle,org.eclipse.wb.os,1.1.0.r36x201109091012,"org.eclipse.wb.os",1410941415713
started,bundle,org.eclipse.wb.os.win32,1.1.0.r36x201109091012,"org.eclipse.wb.os.win32",1410941415728
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1410941420144
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410941420908
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941436587
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941437634
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941437994
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941440633
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1410941444255
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410941456419
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410941456638
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1410941460421
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941462430
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941462720
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941464678
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941465651
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941465985
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941468364
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410941488325
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1410941501882
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941504434
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941504739
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941524313
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941525232
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941525593
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941527816
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410941567124
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941569328
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941570623
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941571190
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941573504
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410941581347
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1410941588556
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1410941630204
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941641031
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941644005
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410941655266
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1410941657639
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941662859
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410941666083
